P05.gebaeude.text;"Zeichne die Gebäudeflächen ein:<br> <br> 1. Finde deinen Standort mit dem entsprechendem Button in der Karte. Unter Umständen muss dazu in der Systemeinstellung der Ortungsdienst für den verwendeten Browser aktiviert werden. <br>2. Klicke auf Feature hinzufügen um in den Zeichnungs-Modus zu wechseln. <br>3. Wechsle zur Karte im Vollbildmodus. <br>4. Untersuchungsfläche einzeichnen. Beim letzten eingezeichneten Punkt Doppelklick, um Fläche abzuschliessen. <br>5. Esc-Taste drücken, um zur Normalansicht zurückzukehren. <br>6. Klicke auf Hinzufügen um eingezeichnete Fläche hinzuzufügen. <br>""";"Dessine la surface des bâtiments:<br> <br> 1. localise-toi en cliquant sur le bouton correspondant sur la carte. Il peut être nécessaire d'activer le service de localisation dans les paramètres système du navigateur utilisé. <br>2. clique sur Ajouter une surface pour passer en mode dessin. <br>3. passe à la carte en mode plein écran. <br>4. dessine la surface d'étude. Au dernier point dessiné, double-clique pour fermer la surface. <br>5. appuye sur la touche Echap pour revenir à la vue normale. <br>6. clique sur Ajouter pour ajouter la surface dessinée. <br>";Draw the building areas:<br> <br> 1. Find your location with the corresponding button in the map. You may need to enable the location service for the browser you are using in the system setting to do this. <br>2. Click on Add Feature to switch to drawing mode. <br>3. Switch to the map in full screen mode. <br>4. Draw in investigation area. Double click at the last drawn point to complete area. <br>5. Press Esc key to return to normal view. <br>6. Click Add to add drawn area. <br>;Disegnare le superfici degli edifici:<br> <br> 1. Individuare la propria posizione con il pulsante corrispondente sulla mappa. Potrebbe essere necessario attivare il servizio di localizzazione per il browser in uso nelle impostazioni di sistema. <br>2. Fare clic su «Aggiungi elemento» per passare alla modalità  di disegno. <br>3. Passare alla mappa in modalità  schermo intero. <br>4. Disegnare l'area oggetto di studio. Nell'ultimo punto disegnato fare doppio clic per completare l'area. <br>5. Premere il tasto «Esc» per tornare alla visualizzazione normale. <br>6. Fare clic su «Aggiungi» per aggiungere la superficie disegnata. <br>;
P05.gebiete.nameDisplay;Untersuchungsgebiet;Zone d'étude;study area;Area oggetto di studio;
P05.gebiete.text;"Zeichne die Untersuchungsfläche ein:<br> <br> 1. Finde deinen Standort mit dem entsprechendem Button in der Karte. Unter Umständen muss dazu in der Systemeinstellung der Ortungsdienst für den verwendeten Browser aktiviert werden. <br>2. Klicke auf Feature hinzufügen um in den Zeichnungs-Modus zu wechseln. <br>3. Wechsle zur Karte im Vollbildmodus. <br>4. Untersuchungsfläche einzeichnen. Beim letzten eingezeichneten Punkt Doppelklick, um Fläche abzuschliessen. <br>5. Esc-Taste drücken, um zur Normalansicht zurückzukehren. <br>6. Klicke auf Hinzufügen um eingezeichnete Fläche hinzuzufügen. <br>";"Dessine la zone d'étude:<br> <br> 1. localise-toi en cliquant sur le bouton correspondant sur la carte. Il peut être nécessaire d'activer le service de localisation dans les paramètres système du navigateur utilisé. <br>2. clique sur Ajouter une surface pour passer en mode dessin. <br>3. passe à la carte en mode plein écran. <br>4. dessine la zone d'étude. Au dernier point dessiné, double-clique pour fermer la surface. <br>5. appuie sur la touche Echap pour revenir à la vue normale. <br>6. clique sur Ajouter pour confirmer la surface dessinée. <br>";Draw the study area:<br> <br> 1. Find your location with the corresponding button in the map. You may need to enable the location service for the browser you are using in the system setting to do this. <br>2. Click on Add Feature to switch to drawing mode. <br>3. Switch to the map in full screen mode. <br>4. Draw in investigation area. Double click at the last drawn point to complete area. <br>5. Press Esc key to return to normal view. <br>6. Click Add to add drawn area. <br>;Disegnare l'area oggetto di studio:<br> <br> 1. Trovare la propria posizione con il pulsante corrispondente nella mappa. Potrebbe essere necessario attivare il servizio di localizzazione per il browser in uso nelle impostazioni del sistema. <br>2. Fare clic su «Aggiungi caratteristica» per passare alla modalità  di disegno. <br>3. Passare alla mappa in modalità  schermo intero. <br>4. Disegnare l'area oggetto di studio. Nell'ultimo punto disegnato fare doppio clic per completare l'area. <br>5. Premere il tasto «Esc» per tornare alla visualizzazione normale. <br>6. Fare clic su «Aggiungi» per aggiungere l'area disegnata. <br>;
P05.project.placeholder;PLZ_NachnameLehrperson_Jahr;NPA_NomEnseignant_Année;Zip_SurnameTeacher_Year;CAP_CognomeInsegnante_Anno;
P05.project.text.1;Projekt ID;ID du projet;Project ID;ID progetto;
P05.project.text.2;Ort;Lieu;Location;Luogo;
P05.school.text;Schule;École;School;Scuola;
P05.title;Projekt Infos;Infos sur le projet;project info;Info sul progetto;
P06.finalPage;Ende;Fin;end;Fine;
P06.gebaeude.nameDisplay;Gebäudeflächen;Surface des bâtiments;Building areas;Superficie dell'edificio;
P06.gebaeude.text;Bearbeite deine Gebäudeflächen:<br> 1. Klicke auf Feature bearbeiten. <br>2. Klicke auf die Gebäudefläche. <br>3. Ändere die Form der Gebäudefläche. <br>4. Klicke auf Aktualisieren.;Modifie les surfaces de bâtiment:<br> 1. clique sur Modifier la fonction. <br>2. clique sur la surface du bâtiment. <br>3. modifie la forme de la surface du bâtiment. <br>4. clique sur Actualiser.;Edit your building faces:<br> 1. Click on Edit Feature. <br>2. click on the building area. <br>3. Change the shape of the building area. <br>4. Click update.;Modifica delle aree edificabili:<br> 1. Fare clic su «Modifica caratteristica». <br>2. fare clic sulla superficie dell'edificio. <br>3. modificare la forma dell'area dell'edificio. <br>4. Fare clic su «Aggiorna».;
P06.nameDisplay;Untersuchungsgebiet;Zone d'étude;Study Area;Area di studio;
P06.page;Projekt Infos;Infos sur le projet;Project Info;Info progetto;
P06.text;"Bearbeite dein Projekt:<br> 1. Klicke auf Feature bearbeiten. <br>2. Klicke auf die Projektfläche. <br>3. Ändere die Form der Projektfläche oder die Attribute (ID, Ort, Schule). <br>4. Klicke auf Aktualisieren. <br>5. Falls du dein Projekt löschen willst, klicke auf Löschen.";"Modifie ton projet:<br> 1. clique sur Modifier la surface. <br>2. clique sur la surface du projet. <br>3. modifie la forme de la surface du projet ou les attributs (ID du projet, Lieu, École). <br>4. clique sur Mettre à jour. <br>5. si tu veux effacer ton projet, clique sur Supprimer.";"Edit your project:<br> 1. Click on Edit Feature. <br>2. Click on the project area. <br>3. Change the project area shape or attributes (ID, location, school). <br>4. click on update. <br>5. If you want to delete your project, click Delete.";"Modifica progetto:<br> 1. Fare clic su «Modifica caratteristica». <br>2. Fare clic sull'area del progetto. <br>3. Modificare la forma dell'area del progetto o gli attributi (ID, località , scuola). <br>4. Fare clic su «Aggiorna». <br>5. Se si desidera eliminare il progetto, fare clic su «Elimina».";
P06.title.1;Erfassung;Saisie;Acquisition;Cattura;
P06.title.2;Projekt bearbeiten;Modifier le projet;Edit Project;Modifica progetto;
T.textInfo.linkText;Zusatzinfos;Informations supplémentaires;Additional information;Informazioni aggiuntive;
T01.textInfo.text;Alle Arten einer Region bilden zusammen ein Nahrungsnetz.<br>Heimische Pflanzen sind die Grundlage von Nahrungsnetzen. Deshalb sollte es möglichst viele Flächen mit heimischen Wildpflanzen geben.;Toutes les espèces d'une région forment ensemble un réseau alimentaire.<br>Les plantes indigènes sont la base des réseaux alimentaires. C'est pourquoi il est essentiel de favoriser autant que possible la présence de surfaces couvertes de plantes sauvages indigènes.;"Together, all species in a region make up a food web.<br> Native plants are the basis of food webs. Therefore, there should be as many areas with native wild plants as possible.";"Tutte le specie presenti in una regione formano una rete alimentare.<br>Le piante autoctone sono la base delle reti alimentari. Pertanto, dovrebbero esserci il maggior numero possibile di aree con piante selvatiche autoctone.";
T01.title;"Heimische Wildpflanzen (08, 09)";"Plantes sauvages indigènes (08, 09)";"Native wild plants (08, 09)";"Piante selvatiche autoctone (08, 09)";
T02.title;"Schädliche gebietsfremde Pflanzen (invasive Neophyten)  (10, 10a, 10b)";"Plantes exotiques invasives (néophytes envahissantes) (10, 10a, 10b)";"Harmful non-native plants (invasive neophytes) (10, 10a, 10b)";"Piante non autoctone dannose (neofite invasive) (10, 10a, 10b)";
T03.textInfo.text.1;Strukturelemente sind einzelne Teile eines Lebensraums wie beispielsweise:;Les éléments structurels sont des parties individuelles d'un habitat telles que:;Structural elements are individual parts of a habitat such as:;Gli elementi strutturali sono singole parti di un habitat come:;
T03.textInfo.text.2;Bäume;Arbres;Trees;Alberi;
T03.textInfo.text.3;Sträucher;Buissons;Schrub;Arbusti;
T03.textInfo.text.4;Blumenwiesen;Prairies fleuries;Flower meadows;Prati fioriti;
T03.textInfo.text.5;Kiesflächen;Surfaces de gravier;Gravel areas;Aree ghiaiose;
T03.textInfo.text.6;Tümpel;Mares;Pond;Stagni;
T03.textInfo.text.7;"Verschiedene Strukturelemente bieten verschiedenen Lebewesen Lebensraum und Nahrung. Je mehr verschiedene Strukturelemente, desto mehr verschiedene Arten gibt es auf einer Fläche.";"Des éléments structurels différents offrent un habitat et de la nourriture à divers organismes vivants. Plus il y a d'éléments structurels différents, plus il y a d'espèces différentes sur une surface donnée.";"Different structural elements provide habitat and food for different creatures. The more different structural elements, the more varieties of species there are in an area.";"I diversi elementi strutturali forniscono habitat e cibo a diversi organismi viventi. Più elementi strutturali diversi ci sono, più specie diverse ci sono su una data superficie.";
T04.text;Auf einer versiegelten Fläche wachsen keine Pflanzen. Der Boden einer versiegelten Fläche ist ziemlich wasserdicht und luftdicht zugedeckt. Auf versiegelten Flächen kann deshalb Regenwasser nicht mehr in den Boden versickern.;"Aucune plante ne pousse sur une surface imperméabilisée. Le sol d'une surface imperméabilisée est relativement étanche à l'eau et à l'air. Sur ces surfaces, l'eau de pluie ne peut donc plus s'infiltrer dans le sol.";"No plants grow on a sealed surface. The bottom of a sealed surface is fairly waterproof and covered with an airtight seal. Therefore, on sealed surfaces, rainwater can no longer percolate into the ground.";"Su una superficie sigillata non crescono piante. Il suolo di una superficie sigillata è abbastanza impermeabile e coperto ermeticamente. Sulle superfici impermeabilizzate, quindi, l'acqua piovana non puà² più infiltrarsi nel terreno.";
T04.textInfo.linkText;Beispiele von versiegelten Flächen;Exemples de surfaces imperméabilisées;Examples of sealed surfaces;Esempi di superfici impermeabilizzate;
T04.textInfo.text.1;"Überall, wo Gebäude stehen: Asphalt, Teer";"Partout où il y a des bâtiments: asphalte, goudron";"Everywhere where there are buildings: asphalt, tar";"Ovunque ci siano edifici: Asfalto, catrame";
T04.textInfo.text.2;Sportbelag;Revêtement de terrain sportif;Sports surface;Superficie sportiva;
T04.title;Versiegelte Flächen (11);Surfaces imperméabilisées (11);Sealed surfaces (11);Superfici sigillate (11);
T05.title;Rasenflächen (12);Pelouses (12);Lawns (12);Prati (12);
T06.text;"Verschiedene Flächen bieten verschiedenen Lebewesen Lebensraum und Nahrung. Je mehr verschiedenartige Flächen, desto mehr verschiedene Arten gibt es.";"Des surfaces variées offrent un habitat et de la nourriture à différents organismes vivants. Plus il y a de surfaces différentes, plus il y a d'organismes différents.";"Diverse areas provide habitats and food for different organisms. The more diverse areas there are, the more different species there are.";"Aree diverse forniscono habitat e cibo a diversi organismi viventi. Più aree diverse ci sono, più specie diverse ci sono.";
T06.textInfo.linkText;Beispiele von verschiedenen Flächen;Exemples de surfaces différentes;Examples of different areas;Esempi di aree diverse;
T06.textInfo.text.1;Gemüsebeet;Potager;Vegetable garden;Orto;
T06.textInfo.text.10;Tümpel;Mares;Pond;Stagno;
T06.textInfo.text.11;Kleines Bächlein;Petit ruisseau;Small stream;Piccolo ruscello;
T06.textInfo.text.2;Beet mit Wildblumen;Parterre de fleurs sauvages;Wildflower bed;Aiuola di fiori selvatici;
T06.textInfo.text.3;"Beispiele von Trockenstandorten: Kiesflächen, die nicht als Parkplatz genutzt werden";Exemples de milieux secs: zones de gravier qui ne sont pas utilisées comme parking;Examples of dry locations: Gravel areas that are not used as parking spaces;Esempi di luoghi asciutti: aree di ghiaia non utilizzate come parcheggio;
T06.textInfo.text.4;Sandflächen ohne Sprunggrube für Sport;Surfaces de sable sans fosse de saut pour le sport;Sand areas without a jumping pit for sports;Aree sabbiose senza vasca di salto per lo sport;
T06.textInfo.text.5;Flächen mit Geröll;Surfaces avec cailloux;Areas with rocks;Aree con massi;
T06.textInfo.text.6;Blumenwiese;Prairie fleurie;Flower meadow;Prato fiorito;
T06.textInfo.text.7;Gruppe von heimischen Sträuchern;Bosquet de buissons indigènes;Group of native shrubs;Gruppo di arbusti autoctoni;
T06.textInfo.text.8;Hecke mit heimischen Sträuchern;Haie de buissons indigènes;Hedge with native shrubs;Siepe con arbusti autoctoni;
T06.textInfo.text.9;Heimische Bäume in deutlich unterschiedlichen Höhen;Arbres indigènes de hauteurs nettement différentes;Native trees of different heights;Alberi autoctoni di altezze nettamente diverse;
T06.title;Vielfalt der Flächen (13);Diversité des surfaces (13);Diversity of areas (13);Diversità  delle aree (13);
T07.title;Baumschicht (14);Strate arborescente (14);Tree layer (14);Strato arboreo (14);
T08.textInfo;Sträucher ohne Hecken (15);Buissons sans haie (15);Shrubs without hedges;Arbusti senza siepi (15);
T09.title;Hecken (16);Haies (16);Hedges (16);Siepi (16);
T10.title;Vielfalt an einem Ort (17);Diversité en un seul lieu (17);Diversity in one place (17);Diversità  in un luogo (17);
T11.title;Ruderalflächen (18);Zones rudérales (18);Ruderal areas (18);Aree ruderali (18);
T12.title;"Trockenmauern, Steinhaufen (19)";"Murs de pierres sèches, tas de pierres (19)";"Dry stone walls, piles of rock (19)";"Muri a secco, cumuli di roccia (19)";
T13.title;"Asthaufen, Totholz (20)";"Tas de branches, bois mort (20)";"Piles of branches, deadwood (20)";"Mucchi di rami, legno morto (20)";
T14.title;"Künstliche Nisthilfen (21, 22, 23)";"Aides artificielles à la nidification (21, 22, 23)";"Artificial nesting aids (21, 22, 23)";"Ausili artificiali per la nidificazione (21, 22, 23)";
T15.title;"Gewässer und Feuchtflächen (24, 25, 26)";"Cours d'eau et zones humides (24, 25, 26)";"Water bodies and wetlands (24, 25, 26)";"Acque e zone umide (24,25, 26)";
T16.title;Umgebung (27);Alentours (27);Surroundings (27);I dintorni (27);
T17.title;"Mähen von Rasen und Wiesen OHNE Sportrasen (28, 29)";"Tondre les pelouses et prairies, SANS gazon de sport (28, 29)";"Mowing of lawns and meadows WITHOUT sports turf (28, 29)";"Sfalcio di manti erbosi curati e prati NON in campi sportivi (28, 29)";
T18.textInfo.linkText;"Markiere alle Aussagen, die auf Mähen von Gras zutreffen:";Marquez toutes les affirmations qui s'appliquent à la tonte de l'herbe:;Mark all statements that apply to mowing grass:;Contrassegnare tutte le affermazioni che concernono il taglio dell'erba:;
T18.textInfo.text;"Je weniger das Gras gemäht wird, desto besser können sich Pflanzen durch Samen fortpflanzen. Häufiges Mähen stört oder tötet zahlreiche Kleintiere wie Insekten und kleine Säugetiere.";"Moins l'herbe est tondue, plus les plantes peuvent se reproduire par graines. La tonte fréquente perturbe ou tue de nombreux petits animaux comme les insectes et les petits mammifères.";"The less grass is mowed, the better plants can reproduce by seed. Frequent mowing disturbs or kills many small animals such as insects and small mammals.";"Meno erba viene tagliata, meglio le piante possono riprodursi grazie ai semi. Lo sfalcio frequente disturba o uccide molti piccoli animali, come insetti e piccoli mammiferi.";
T19.title;"Schädlingsregulierung (30, 31)";"Régulation des ravageurs (30, 31)";"Pest regulation (30, 31)";"Controllo dei parassiti (30, 31)";
T20.title;Unkrautregulierung (32);Régulation des mauvaises herbes (32);Weed Control (32);Controllo degli infestanti (32);
T21.title;"Düngen (33, 34)";"Fertilisation (33, 34)";"Fertilizing (33, 34)";"Concimazione (33, 34)";
T22.title;Laub (35);Feuilles mortes (35);Foliage (35);Fogliame (35);
T23.title;Alte Samenstände (36);Anciennes inflorescences (36);Old seed stands (36);Vecchie infruttescenze (36);
T24.title;"Begrünung von Dach oder Fassaden (37, 38)";"Végétalisation des toits ou des façades (37, 38)";"Greening of roof or facades (37, 38)";"Inverdimento di tetti o facciate (37, 38)";
T25.title;Kräuter- oder Gemüsegarten (39);Jardin d'herbes aromatiques ou potager (39);Herb or vegetable garden (39);Giardino di erbe aromatiche o ortaggi (39);
T26.title;"Fallen für Tiere (40a, 40b, 41a, 41b, 42)";"Pièges pour les animaux (40a, 40b, 41a, 41b, 42)";"Traps for animals (40a, 40b, 41a, 41b, 42)";"Trappole per animali (40a, 40b, 41a, 41b, 42)";
